都道府県,性別,年齢区分,検査値範囲,人数
北海道,男性,40～44歳,－,72227
北海道,男性,40～44歳,±,7175
北海道,男性,40～44歳,＋,1961
北海道,男性,40～44歳,＋＋,499
北海道,男性,40～44歳,＋＋＋,141
青森県,男性,40～44歳,－,19051
青森県,男性,40～44歳,±,1868
青森県,男性,40～44歳,＋,580
青森県,男性,40～44歳,＋＋,147
青森県,男性,40～44歳,＋＋＋,64
岩手県,男性,40～44歳,－,22025
岩手県,男性,40～44歳,±,1293
岩手県,男性,40～44歳,＋,458
岩手県,男性,40～44歳,＋＋,119
岩手県,男性,40～44歳,＋＋＋,23
宮城県,男性,40～44歳,－,42779
宮城県,男性,40～44歳,±,4742
宮城県,男性,40～44歳,＋,834
宮城県,男性,40～44歳,＋＋,189
宮城県,男性,40～44歳,＋＋＋,38
秋田県,男性,40～44歳,－,15368
秋田県,男性,40～44歳,±,1383
秋田県,男性,40～44歳,＋,360
秋田県,男性,40～44歳,＋＋,78
秋田県,男性,40～44歳,＋＋＋,18
山形県,男性,40～44歳,－,22354
山形県,男性,40～44歳,±,808
山形県,男性,40～44歳,＋,279
山形県,男性,40～44歳,＋＋,97
山形県,男性,40～44歳,＋＋＋,42
福島県,男性,40～44歳,－,31297
福島県,男性,40～44歳,±,2787
福島県,男性,40～44歳,＋,703
福島県,男性,40～44歳,＋＋,206
福島県,男性,40～44歳,＋＋＋,43
茨城県,男性,40～44歳,－,50210
茨城県,男性,40～44歳,±,5126
茨城県,男性,40～44歳,＋,1101
茨城県,男性,40～44歳,＋＋,309
茨城県,男性,40～44歳,＋＋＋,94
栃木県,男性,40～44歳,－,37241
栃木県,男性,40～44歳,±,2918
栃木県,男性,40～44歳,＋,745
栃木県,男性,40～44歳,＋＋,220
栃木県,男性,40～44歳,＋＋＋,39
群馬県,男性,40～44歳,－,33397
群馬県,男性,40～44歳,±,3101
群馬県,男性,40～44歳,＋,736
群馬県,男性,40～44歳,＋＋,196
群馬県,男性,40～44歳,＋＋＋,49
埼玉県,男性,40～44歳,－,130396
埼玉県,男性,40～44歳,±,12912
埼玉県,男性,40～44歳,＋,3075
埼玉県,男性,40～44歳,＋＋,636
埼玉県,男性,40～44歳,＋＋＋,179
千葉県,男性,40～44歳,－,106068
千葉県,男性,40～44歳,±,11648
千葉県,男性,40～44歳,＋,2618
千葉県,男性,40～44歳,＋＋,593
千葉県,男性,40～44歳,＋＋＋,151
東京都,男性,40～44歳,－,282313
東京都,男性,40～44歳,±,29797
東京都,男性,40～44歳,＋,7027
東京都,男性,40～44歳,＋＋,1399
東京都,男性,40～44歳,＋＋＋,363
神奈川県,男性,40～44歳,－,170592
神奈川県,男性,40～44歳,±,15948
神奈川県,男性,40～44歳,＋,3690
神奈川県,男性,40～44歳,＋＋,843
神奈川県,男性,40～44歳,＋＋＋,253
新潟県,男性,40～44歳,－,42258
新潟県,男性,40～44歳,±,2506
新潟県,男性,40～44歳,＋,1285
新潟県,男性,40～44歳,＋＋,205
新潟県,男性,40～44歳,＋＋＋,60
富山県,男性,40～44歳,－,20468
富山県,男性,40～44歳,±,1316
富山県,男性,40～44歳,＋,521
富山県,男性,40～44歳,＋＋,137
富山県,男性,40～44歳,＋＋＋,19
石川県,男性,40～44歳,－,20179
石川県,男性,40～44歳,±,2114
石川県,男性,40～44歳,＋,540
石川県,男性,40～44歳,＋＋,124
石川県,男性,40～44歳,＋＋＋,23
福井県,男性,40～44歳,－,14270
福井県,男性,40～44歳,±,1060
福井県,男性,40～44歳,＋,331
福井県,男性,40～44歳,＋＋,77
福井県,男性,40～44歳,＋＋＋,25
山梨県,男性,40～44歳,－,13338
山梨県,男性,40～44歳,±,1856
山梨県,男性,40～44歳,＋,323
山梨県,男性,40～44歳,＋＋,73
山梨県,男性,40～44歳,＋＋＋,34
長野県,男性,40～44歳,－,37473
長野県,男性,40～44歳,±,3064
長野県,男性,40～44歳,＋,732
長野県,男性,40～44歳,＋＋,172
長野県,男性,40～44歳,＋＋＋,54
岐阜県,男性,40～44歳,－,34841
岐阜県,男性,40～44歳,±,3420
岐阜県,男性,40～44歳,＋,846
岐阜県,男性,40～44歳,＋＋,190
岐阜県,男性,40～44歳,＋＋＋,50
静岡県,男性,40～44歳,－,69261
静岡県,男性,40～44歳,±,5230
静岡県,男性,40～44歳,＋,1269
静岡県,男性,40～44歳,＋＋,297
静岡県,男性,40～44歳,＋＋＋,122
愛知県,男性,40～44歳,－,152202
愛知県,男性,40～44歳,±,12667
愛知県,男性,40～44歳,＋,3797
愛知県,男性,40～44歳,＋＋,987
愛知県,男性,40～44歳,＋＋＋,292
三重県,男性,40～44歳,－,31579
三重県,男性,40～44歳,±,2458
三重県,男性,40～44歳,＋,592
三重県,男性,40～44歳,＋＋,156
三重県,男性,40～44歳,＋＋＋,55
滋賀県,男性,40～44歳,－,26798
滋賀県,男性,40～44歳,±,2549
滋賀県,男性,40～44歳,＋,514
滋賀県,男性,40～44歳,＋＋,143
滋賀県,男性,40～44歳,＋＋＋,36
京都府,男性,40～44歳,－,38982
京都府,男性,40～44歳,±,4465
京都府,男性,40～44歳,＋,951
京都府,男性,40～44歳,＋＋,200
京都府,男性,40～44歳,＋＋＋,54
大阪府,男性,40～44歳,－,132701
大阪府,男性,40～44歳,±,14221
大阪府,男性,40～44歳,＋,3756
大阪府,男性,40～44歳,＋＋,780
大阪府,男性,40～44歳,＋＋＋,203
兵庫県,男性,40～44歳,－,85456
兵庫県,男性,40～44歳,±,9481
兵庫県,男性,40～44歳,＋,2338
兵庫県,男性,40～44歳,＋＋,451
兵庫県,男性,40～44歳,＋＋＋,124
奈良県,男性,40～44歳,－,17622
奈良県,男性,40～44歳,±,2341
奈良県,男性,40～44歳,＋,470
奈良県,男性,40～44歳,＋＋,89
奈良県,男性,40～44歳,＋＋＋,24
和歌山県,男性,40～44歳,－,12635
和歌山県,男性,40～44歳,±,1415
和歌山県,男性,40～44歳,＋,347
和歌山県,男性,40～44歳,＋＋,58
和歌山県,男性,40～44歳,＋＋＋,24
鳥取県,男性,40～44歳,－,8936
鳥取県,男性,40～44歳,±,808
鳥取県,男性,40～44歳,＋,190
鳥取県,男性,40～44歳,＋＋,52
鳥取県,男性,40～44歳,＋＋＋,18
島根県,男性,40～44歳,－,11398
島根県,男性,40～44歳,±,1022
島根県,男性,40～44歳,＋,342
島根県,男性,40～44歳,＋＋,59
島根県,男性,40～44歳,＋＋＋,23
岡山県,男性,40～44歳,－,30761
岡山県,男性,40～44歳,±,3594
岡山県,男性,40～44歳,＋,652
岡山県,男性,40～44歳,＋＋,114
岡山県,男性,40～44歳,＋＋＋,36
広島県,男性,40～44歳,－,47496
広島県,男性,40～44歳,±,4456
広島県,男性,40～44歳,＋,940
広島県,男性,40～44歳,＋＋,234
広島県,男性,40～44歳,＋＋＋,89
山口県,男性,40～44歳,－,20357
山口県,男性,40～44歳,±,1879
山口県,男性,40～44歳,＋,534
山口県,男性,40～44歳,＋＋,135
山口県,男性,40～44歳,＋＋＋,42
徳島県,男性,40～44歳,－,10203
徳島県,男性,40～44歳,±,2011
徳島県,男性,40～44歳,＋,432
徳島県,男性,40～44歳,＋＋,86
徳島県,男性,40～44歳,＋＋＋,23
香川県,男性,40～44歳,－,15263
香川県,男性,40～44歳,±,2185
香川県,男性,40～44歳,＋,397
香川県,男性,40～44歳,＋＋,83
香川県,男性,40～44歳,＋＋＋,24
愛媛県,男性,40～44歳,－,21436
愛媛県,男性,40～44歳,±,2149
愛媛県,男性,40～44歳,＋,603
愛媛県,男性,40～44歳,＋＋,114
愛媛県,男性,40～44歳,＋＋＋,25
高知県,男性,40～44歳,－,10297
高知県,男性,40～44歳,±,1337
高知県,男性,40～44歳,＋,296
高知県,男性,40～44歳,＋＋,70
高知県,男性,40～44歳,＋＋＋,19
福岡県,男性,40～44歳,－,83951
福岡県,男性,40～44歳,±,8586
福岡県,男性,40～44歳,＋,1977
福岡県,男性,40～44歳,＋＋,548
福岡県,男性,40～44歳,＋＋＋,127
佐賀県,男性,40～44歳,－,12395
佐賀県,男性,40～44歳,±,1724
佐賀県,男性,40～44歳,＋,364
佐賀県,男性,40～44歳,＋＋,60
佐賀県,男性,40～44歳,＋＋＋,22
長崎県,男性,40～44歳,－,17310
長崎県,男性,40～44歳,±,2146
長崎県,男性,40～44歳,＋,529
長崎県,男性,40～44歳,＋＋,137
長崎県,男性,40～44歳,＋＋＋,41
熊本県,男性,40～44歳,－,28035
熊本県,男性,40～44歳,±,2492
熊本県,男性,40～44歳,＋,722
熊本県,男性,40～44歳,＋＋,142
熊本県,男性,40～44歳,＋＋＋,38
大分県,男性,40～44歳,－,18845
大分県,男性,40～44歳,±,1927
大分県,男性,40～44歳,＋,459
大分県,男性,40～44歳,＋＋,95
大分県,男性,40～44歳,＋＋＋,31
宮崎県,男性,40～44歳,－,16097
宮崎県,男性,40～44歳,±,2114
宮崎県,男性,40～44歳,＋,398
宮崎県,男性,40～44歳,＋＋,91
宮崎県,男性,40～44歳,＋＋＋,30
鹿児島県,男性,40～44歳,－,22001
鹿児島県,男性,40～44歳,±,3160
鹿児島県,男性,40～44歳,＋,679
鹿児島県,男性,40～44歳,＋＋,153
鹿児島県,男性,40～44歳,＋＋＋,35
沖縄県,男性,40～44歳,－,21121
沖縄県,男性,40～44歳,±,2719
沖縄県,男性,40～44歳,＋,511
沖縄県,男性,40～44歳,＋＋,128
沖縄県,男性,40～44歳,＋＋＋,20
北海道,男性,45～49歳,－,89141
北海道,男性,45～49歳,±,8696
北海道,男性,45～49歳,＋,2704
北海道,男性,45～49歳,＋＋,732
北海道,男性,45～49歳,＋＋＋,210
青森県,男性,45～49歳,－,22482
青森県,男性,45～49歳,±,2206
青森県,男性,45～49歳,＋,765
青森県,男性,45～49歳,＋＋,222
青森県,男性,45～49歳,＋＋＋,81
岩手県,男性,45～49歳,－,25228
岩手県,男性,45～49歳,±,1566
岩手県,男性,45～49歳,＋,632
岩手県,男性,45～49歳,＋＋,180
岩手県,男性,45～49歳,＋＋＋,37
宮城県,男性,45～49歳,－,49253
宮城県,男性,45～49歳,±,5272
宮城県,男性,45～49歳,＋,1070
宮城県,男性,45～49歳,＋＋,234
宮城県,男性,45～49歳,＋＋＋,60
秋田県,男性,45～49歳,－,17513
秋田県,男性,45～49歳,±,1556
秋田県,男性,45～49歳,＋,438
秋田県,男性,45～49歳,＋＋,158
秋田県,男性,45～49歳,＋＋＋,38
山形県,男性,45～49歳,－,24265
山形県,男性,45～49歳,±,964
山形県,男性,45～49歳,＋,322
山形県,男性,45～49歳,＋＋,140
山形県,男性,45～49歳,＋＋＋,43
福島県,男性,45～49歳,－,36054
福島県,男性,45～49歳,±,3150
福島県,男性,45～49歳,＋,873
福島県,男性,45～49歳,＋＋,286
福島県,男性,45～49歳,＋＋＋,77
茨城県,男性,45～49歳,－,60660
茨城県,男性,45～49歳,±,5830
茨城県,男性,45～49歳,＋,1448
茨城県,男性,45～49歳,＋＋,430
茨城県,男性,45～49歳,＋＋＋,142
栃木県,男性,45～49歳,－,43887
栃木県,男性,45～49歳,±,3396
栃木県,男性,45～49歳,＋,1046
栃木県,男性,45～49歳,＋＋,362
栃木県,男性,45～49歳,＋＋＋,73
群馬県,男性,45～49歳,－,40629
群馬県,男性,45～49歳,±,3847
群馬県,男性,45～49歳,＋,974
群馬県,男性,45～49歳,＋＋,273
群馬県,男性,45～49歳,＋＋＋,97
埼玉県,男性,45～49歳,－,159342
埼玉県,男性,45～49歳,±,15338
埼玉県,男性,45～49歳,＋,3965
埼玉県,男性,45～49歳,＋＋,1148
埼玉県,男性,45～49歳,＋＋＋,320
千葉県,男性,45～49歳,－,130326
千葉県,男性,45～49歳,±,13382
千葉県,男性,45～49歳,＋,3555
千葉県,男性,45～49歳,＋＋,913
千葉県,男性,45～49歳,＋＋＋,252
東京都,男性,45～49歳,－,319671
東京都,男性,45～49歳,±,31813
東京都,男性,45～49歳,＋,8565
東京都,男性,45～49歳,＋＋,2031
東京都,男性,45～49歳,＋＋＋,550
神奈川県,男性,45～49歳,－,207623
神奈川県,男性,45～49歳,±,18555
神奈川県,男性,45～49歳,＋,5034
神奈川県,男性,45～49歳,＋＋,1336
神奈川県,男性,45～49歳,＋＋＋,417
新潟県,男性,45～49歳,－,49490
新潟県,男性,45～49歳,±,2960
新潟県,男性,45～49歳,＋,1683
新潟県,男性,45～49歳,＋＋,308
新潟県,男性,45～49歳,＋＋＋,96
富山県,男性,45～49歳,－,26164
富山県,男性,45～49歳,±,1612
富山県,男性,45～49歳,＋,691
富山県,男性,45～49歳,＋＋,238
富山県,男性,45～49歳,＋＋＋,49
石川県,男性,45～49歳,－,25546
石川県,男性,45～49歳,±,2848
石川県,男性,45～49歳,＋,696
石川県,男性,45～49歳,＋＋,197
石川県,男性,45～49歳,＋＋＋,53
福井県,男性,45～49歳,－,16824
福井県,男性,45～49歳,±,1280
福井県,男性,45～49歳,＋,375
福井県,男性,45～49歳,＋＋,91
福井県,男性,45～49歳,＋＋＋,50
山梨県,男性,45～49歳,－,15977
山梨県,男性,45～49歳,±,2300
山梨県,男性,45～49歳,＋,467
山梨県,男性,45～49歳,＋＋,122
山梨県,男性,45～49歳,＋＋＋,37
長野県,男性,45～49歳,－,45916
長野県,男性,45～49歳,±,3713
長野県,男性,45～49歳,＋,944
長野県,男性,45～49歳,＋＋,253
長野県,男性,45～49歳,＋＋＋,77
岐阜県,男性,45～49歳,－,43180
岐阜県,男性,45～49歳,±,4151
岐阜県,男性,45～49歳,＋,1240
岐阜県,男性,45～49歳,＋＋,292
岐阜県,男性,45～49歳,＋＋＋,99
静岡県,男性,45～49歳,－,83622
静岡県,男性,45～49歳,±,6133
静岡県,男性,45～49歳,＋,1783
静岡県,男性,45～49歳,＋＋,464
静岡県,男性,45～49歳,＋＋＋,206
愛知県,男性,45～49歳,－,180600
愛知県,男性,45～49歳,±,15123
愛知県,男性,45～49歳,＋,5110
愛知県,男性,45～49歳,＋＋,1386
愛知県,男性,45～49歳,＋＋＋,485
三重県,男性,45～49歳,－,39715
三重県,男性,45～49歳,±,3107
三重県,男性,45～49歳,＋,818
三重県,男性,45～49歳,＋＋,272
三重県,男性,45～49歳,＋＋＋,76
滋賀県,男性,45～49歳,－,30962
滋賀県,男性,45～49歳,±,2887
滋賀県,男性,45～49歳,＋,755
滋賀県,男性,45～49歳,＋＋,216
滋賀県,男性,45～49歳,＋＋＋,42
京都府,男性,45～49歳,－,48594
京都府,男性,45～49歳,±,5528
京都府,男性,45～49歳,＋,1379
京都府,男性,45～49歳,＋＋,329
京都府,男性,45～49歳,＋＋＋,91
大阪府,男性,45～49歳,－,167156
大阪府,男性,45～49歳,±,17222
大阪府,男性,45～49歳,＋,5202
大阪府,男性,45～49歳,＋＋,1243
大阪府,男性,45～49歳,＋＋＋,331
兵庫県,男性,45～49歳,－,107004
兵庫県,男性,45～49歳,±,11623
兵庫県,男性,45～49歳,＋,3153
兵庫県,男性,45～49歳,＋＋,716
兵庫県,男性,45～49歳,＋＋＋,195
奈良県,男性,45～49歳,－,22771
奈良県,男性,45～49歳,±,2846
奈良県,男性,45～49歳,＋,741
奈良県,男性,45～49歳,＋＋,171
奈良県,男性,45～49歳,＋＋＋,44
和歌山県,男性,45～49歳,－,16233
和歌山県,男性,45～49歳,±,1676
和歌山県,男性,45～49歳,＋,491
和歌山県,男性,45～49歳,＋＋,113
和歌山県,男性,45～49歳,＋＋＋,40
鳥取県,男性,45～49歳,－,10210
鳥取県,男性,45～49歳,±,905
鳥取県,男性,45～49歳,＋,237
鳥取県,男性,45～49歳,＋＋,89
鳥取県,男性,45～49歳,＋＋＋,24
島根県,男性,45～49歳,－,13432
島根県,男性,45～49歳,±,1207
島根県,男性,45～49歳,＋,431
島根県,男性,45～49歳,＋＋,108
島根県,男性,45～49歳,＋＋＋,40
岡山県,男性,45～49歳,－,37838
岡山県,男性,45～49歳,±,4530
岡山県,男性,45～49歳,＋,904
岡山県,男性,45～49歳,＋＋,229
岡山県,男性,45～49歳,＋＋＋,55
広島県,男性,45～49歳,－,59511
広島県,男性,45～49歳,±,5467
広島県,男性,45～49歳,＋,1380
広島県,男性,45～49歳,＋＋,413
広島県,男性,45～49歳,＋＋＋,114
山口県,男性,45～49歳,－,25747
山口県,男性,45～49歳,±,2444
山口県,男性,45～49歳,＋,760
山口県,男性,45～49歳,＋＋,222
山口県,男性,45～49歳,＋＋＋,64
徳島県,男性,45～49歳,－,11784
徳島県,男性,45～49歳,±,2323
徳島県,男性,45～49歳,＋,603
徳島県,男性,45～49歳,＋＋,147
徳島県,男性,45～49歳,＋＋＋,37
香川県,男性,45～49歳,－,19089
香川県,男性,45～49歳,±,2678
香川県,男性,45～49歳,＋,521
香川県,男性,45～49歳,＋＋,120
香川県,男性,45～49歳,＋＋＋,21
愛媛県,男性,45～49歳,－,26547
愛媛県,男性,45～49歳,±,2574
愛媛県,男性,45～49歳,＋,849
愛媛県,男性,45～49歳,＋＋,143
愛媛県,男性,45～49歳,＋＋＋,49
高知県,男性,45～49歳,－,12502
高知県,男性,45～49歳,±,1748
高知県,男性,45～49歳,＋,392
高知県,男性,45～49歳,＋＋,126
高知県,男性,45～49歳,＋＋＋,43
福岡県,男性,45～49歳,－,95550
福岡県,男性,45～49歳,±,9680
福岡県,男性,45～49歳,＋,2474
福岡県,男性,45～49歳,＋＋,768
福岡県,男性,45～49歳,＋＋＋,246
佐賀県,男性,45～49歳,－,13514
佐賀県,男性,45～49歳,±,1849
佐賀県,男性,45～49歳,＋,448
佐賀県,男性,45～49歳,＋＋,100
佐賀県,男性,45～49歳,＋＋＋,33
長崎県,男性,45～49歳,－,20593
長崎県,男性,45～49歳,±,2559
長崎県,男性,45～49歳,＋,683
長崎県,男性,45～49歳,＋＋,190
長崎県,男性,45～49歳,＋＋＋,58
熊本県,男性,45～49歳,－,30867
熊本県,男性,45～49歳,±,2685
熊本県,男性,45～49歳,＋,828
熊本県,男性,45～49歳,＋＋,222
熊本県,男性,45～49歳,＋＋＋,63
大分県,男性,45～49歳,－,21970
大分県,男性,45～49歳,±,2301
大分県,男性,45～49歳,＋,613
大分県,男性,45～49歳,＋＋,176
大分県,男性,45～49歳,＋＋＋,61
宮崎県,男性,45～49歳,－,18189
宮崎県,男性,45～49歳,±,2397
宮崎県,男性,45～49歳,＋,485
宮崎県,男性,45～49歳,＋＋,139
宮崎県,男性,45～49歳,＋＋＋,41
鹿児島県,男性,45～49歳,－,24267
鹿児島県,男性,45～49歳,±,3467
鹿児島県,男性,45～49歳,＋,803
鹿児島県,男性,45～49歳,＋＋,227
鹿児島県,男性,45～49歳,＋＋＋,70
沖縄県,男性,45～49歳,－,24661
沖縄県,男性,45～49歳,±,2912
沖縄県,男性,45～49歳,＋,700
沖縄県,男性,45～49歳,＋＋,190
沖縄県,男性,45～49歳,＋＋＋,60
北海道,男性,50～54歳,－,82498
北海道,男性,50～54歳,±,7966
北海道,男性,50～54歳,＋,2570
北海道,男性,50～54歳,＋＋,878
北海道,男性,50～54歳,＋＋＋,288
青森県,男性,50～54歳,－,21258
青森県,男性,50～54歳,±,2186
青森県,男性,50～54歳,＋,837
青森県,男性,50～54歳,＋＋,264
青森県,男性,50～54歳,＋＋＋,91
岩手県,男性,50～54歳,－,23274
岩手県,男性,50～54歳,±,1480
岩手県,男性,50～54歳,＋,657
岩手県,男性,50～54歳,＋＋,197
岩手県,男性,50～54歳,＋＋＋,57
宮城県,男性,50～54歳,－,45106
宮城県,男性,50～54歳,±,4499
宮城県,男性,50～54歳,＋,1033
宮城県,男性,50～54歳,＋＋,293
宮城県,男性,50～54歳,＋＋＋,77
秋田県,男性,50～54歳,－,16086
秋田県,男性,50～54歳,±,1451
秋田県,男性,50～54歳,＋,465
秋田県,男性,50～54歳,＋＋,158
秋田県,男性,50～54歳,＋＋＋,42
山形県,男性,50～54歳,－,22192
山形県,男性,50～54歳,±,876
山形県,男性,50～54歳,＋,368
山形県,男性,50～54歳,＋＋,175
山形県,男性,50～54歳,＋＋＋,94
福島県,男性,50～54歳,－,32994
福島県,男性,50～54歳,±,2746
福島県,男性,50～54歳,＋,863
福島県,男性,50～54歳,＋＋,333
福島県,男性,50～54歳,＋＋＋,106
茨城県,男性,50～54歳,－,57195
茨城県,男性,50～54歳,±,5340
茨城県,男性,50～54歳,＋,1583
茨城県,男性,50～54歳,＋＋,559
茨城県,男性,50～54歳,＋＋＋,173
栃木県,男性,50～54歳,－,40143
栃木県,男性,50～54歳,±,3163
栃木県,男性,50～54歳,＋,1017
栃木県,男性,50～54歳,＋＋,399
栃木県,男性,50～54歳,＋＋＋,91
群馬県,男性,50～54歳,－,38831
群馬県,男性,50～54歳,±,3640
群馬県,男性,50～54歳,＋,1037
群馬県,男性,50～54歳,＋＋,329
群馬県,男性,50～54歳,＋＋＋,103
埼玉県,男性,50～54歳,－,154842
埼玉県,男性,50～54歳,±,13798
埼玉県,男性,50～54歳,＋,4304
埼玉県,男性,50～54歳,＋＋,1303
埼玉県,男性,50～54歳,＋＋＋,383
千葉県,男性,50～54歳,－,128533
千葉県,男性,50～54歳,±,12252
千葉県,男性,50～54歳,＋,3690
千葉県,男性,50～54歳,＋＋,1094
千葉県,男性,50～54歳,＋＋＋,344
東京都,男性,50～54歳,－,314089
東京都,男性,50～54歳,±,28993
東京都,男性,50～54歳,＋,9059
東京都,男性,50～54歳,＋＋,2585
東京都,男性,50～54歳,＋＋＋,724
神奈川県,男性,50～54歳,－,212924
神奈川県,男性,50～54歳,±,17482
神奈川県,男性,50～54歳,＋,5434
神奈川県,男性,50～54歳,＋＋,1604
神奈川県,男性,50～54歳,＋＋＋,507
新潟県,男性,50～54歳,－,46047
新潟県,男性,50～54歳,±,2810
新潟県,男性,50～54歳,＋,1771
新潟県,男性,50～54歳,＋＋,367
新潟県,男性,50～54歳,＋＋＋,112
富山県,男性,50～54歳,－,23962
富山県,男性,50～54歳,±,1607
富山県,男性,50～54歳,＋,673
富山県,男性,50～54歳,＋＋,252
富山県,男性,50～54歳,＋＋＋,44
石川県,男性,50～54歳,－,22777
石川県,男性,50～54歳,±,2539
石川県,男性,50～54歳,＋,743
石川県,男性,50～54歳,＋＋,219
石川県,男性,50～54歳,＋＋＋,65
福井県,男性,50～54歳,－,15237
福井県,男性,50～54歳,±,1246
福井県,男性,50～54歳,＋,418
福井県,男性,50～54歳,＋＋,111
福井県,男性,50～54歳,＋＋＋,54
山梨県,男性,50～54歳,－,16397
山梨県,男性,50～54歳,±,2149
山梨県,男性,50～54歳,＋,491
山梨県,男性,50～54歳,＋＋,148
山梨県,男性,50～54歳,＋＋＋,42
長野県,男性,50～54歳,－,44073
長野県,男性,50～54歳,±,3527
長野県,男性,50～54歳,＋,981
長野県,男性,50～54歳,＋＋,313
長野県,男性,50～54歳,＋＋＋,100
岐阜県,男性,50～54歳,－,40855
岐阜県,男性,50～54歳,±,3911
岐阜県,男性,50～54歳,＋,1254
岐阜県,男性,50～54歳,＋＋,348
岐阜県,男性,50～54歳,＋＋＋,141
静岡県,男性,50～54歳,－,81058
静岡県,男性,50～54歳,±,5500
静岡県,男性,50～54歳,＋,1870
静岡県,男性,50～54歳,＋＋,520
静岡県,男性,50～54歳,＋＋＋,239
愛知県,男性,50～54歳,－,173636
愛知県,男性,50～54歳,±,14896
愛知県,男性,50～54歳,＋,5413
愛知県,男性,50～54歳,＋＋,1747
愛知県,男性,50～54歳,＋＋＋,619
三重県,男性,50～54歳,－,38678
三重県,男性,50～54歳,±,2752
三重県,男性,50～54歳,＋,855
三重県,男性,50～54歳,＋＋,295
三重県,男性,50～54歳,＋＋＋,88
滋賀県,男性,50～54歳,－,28364
滋賀県,男性,50～54歳,±,2499
滋賀県,男性,50～54歳,＋,767
滋賀県,男性,50～54歳,＋＋,192
滋賀県,男性,50～54歳,＋＋＋,51
京都府,男性,50～54歳,－,46254
京都府,男性,50～54歳,±,5191
京都府,男性,50～54歳,＋,1429
京都府,男性,50～54歳,＋＋,408
京都府,男性,50～54歳,＋＋＋,108
大阪府,男性,50～54歳,－,166847
大阪府,男性,50～54歳,±,16437
大阪府,男性,50～54歳,＋,5813
大阪府,男性,50～54歳,＋＋,1511
大阪府,男性,50～54歳,＋＋＋,464
兵庫県,男性,50～54歳,－,104747
兵庫県,男性,50～54歳,±,11044
兵庫県,男性,50～54歳,＋,3391
兵庫県,男性,50～54歳,＋＋,913
兵庫県,男性,50～54歳,＋＋＋,255
奈良県,男性,50～54歳,－,22838
奈良県,男性,50～54歳,±,2828
奈良県,男性,50～54歳,＋,787
奈良県,男性,50～54歳,＋＋,217
奈良県,男性,50～54歳,＋＋＋,47
和歌山県,男性,50～54歳,－,15449
和歌山県,男性,50～54歳,±,1603
和歌山県,男性,50～54歳,＋,480
和歌山県,男性,50～54歳,＋＋,149
和歌山県,男性,50～54歳,＋＋＋,50
鳥取県,男性,50～54歳,－,8976
鳥取県,男性,50～54歳,±,838
鳥取県,男性,50～54歳,＋,244
鳥取県,男性,50～54歳,＋＋,91
鳥取県,男性,50～54歳,＋＋＋,50
島根県,男性,50～54歳,－,11694
島根県,男性,50～54歳,±,1111
島根県,男性,50～54歳,＋,428
島根県,男性,50～54歳,＋＋,129
島根県,男性,50～54歳,＋＋＋,30
岡山県,男性,50～54歳,－,34312
岡山県,男性,50～54歳,±,3761
岡山県,男性,50～54歳,＋,832
岡山県,男性,50～54歳,＋＋,270
岡山県,男性,50～54歳,＋＋＋,62
広島県,男性,50～54歳,－,55118
広島県,男性,50～54歳,±,5039
広島県,男性,50～54歳,＋,1463
広島県,男性,50～54歳,＋＋,514
広島県,男性,50～54歳,＋＋＋,137
山口県,男性,50～54歳,－,23023
山口県,男性,50～54歳,±,2267
山口県,男性,50～54歳,＋,760
山口県,男性,50～54歳,＋＋,256
山口県,男性,50～54歳,＋＋＋,63
徳島県,男性,50～54歳,－,10674
徳島県,男性,50～54歳,±,2161
徳島県,男性,50～54歳,＋,576
徳島県,男性,50～54歳,＋＋,144
徳島県,男性,50～54歳,＋＋＋,42
香川県,男性,50～54歳,－,16913
香川県,男性,50～54歳,±,2378
香川県,男性,50～54歳,＋,576
香川県,男性,50～54歳,＋＋,150
香川県,男性,50～54歳,＋＋＋,38
愛媛県,男性,50～54歳,－,23551
愛媛県,男性,50～54歳,±,2283
愛媛県,男性,50～54歳,＋,859
愛媛県,男性,50～54歳,＋＋,187
愛媛県,男性,50～54歳,＋＋＋,51
高知県,男性,50～54歳,－,10972
高知県,男性,50～54歳,±,1442
高知県,男性,50～54歳,＋,387
高知県,男性,50～54歳,＋＋,143
高知県,男性,50～54歳,＋＋＋,37
福岡県,男性,50～54歳,－,85450
福岡県,男性,50～54歳,±,8528
福岡県,男性,50～54歳,＋,2430
福岡県,男性,50～54歳,＋＋,876
福岡県,男性,50～54歳,＋＋＋,268
佐賀県,男性,50～54歳,－,12199
佐賀県,男性,50～54歳,±,1554
佐賀県,男性,50～54歳,＋,461
佐賀県,男性,50～54歳,＋＋,107
佐賀県,男性,50～54歳,＋＋＋,38
長崎県,男性,50～54歳,－,19696
長崎県,男性,50～54歳,±,2408
長崎県,男性,50～54歳,＋,762
長崎県,男性,50～54歳,＋＋,212
長崎県,男性,50～54歳,＋＋＋,60
熊本県,男性,50～54歳,－,27666
熊本県,男性,50～54歳,±,2315
熊本県,男性,50～54歳,＋,777
熊本県,男性,50～54歳,＋＋,233
熊本県,男性,50～54歳,＋＋＋,72
大分県,男性,50～54歳,－,19335
大分県,男性,50～54歳,±,1946
大分県,男性,50～54歳,＋,644
大分県,男性,50～54歳,＋＋,175
大分県,男性,50～54歳,＋＋＋,64
宮崎県,男性,50～54歳,－,16060
宮崎県,男性,50～54歳,±,2036
宮崎県,男性,50～54歳,＋,515
