都道府県,性別,年齢区分,下限値,上限値,人数
千葉県,男性,45～49歳,0.0,18.5,3298
東京都,男性,45～49歳,40.0,inf,1361
東京都,男性,45～49歳,35.0,40.0,4826
東京都,男性,45～49歳,30.0,35.0,23833
東京都,男性,45～49歳,25.0,30.0,105953
東京都,男性,45～49歳,20.0,25.0,196806
東京都,男性,45～49歳,18.5,20.0,22149
東京都,男性,45～49歳,0.0,18.5,8982
神奈川県,男性,45～49歳,40.0,inf,931
神奈川県,男性,45～49歳,35.0,40.0,3248
神奈川県,男性,45～49歳,30.0,35.0,15884
神奈川県,男性,45～49歳,25.0,30.0,69490
神奈川県,男性,45～49歳,20.0,25.0,124276
神奈川県,男性,45～49歳,18.5,20.0,13991
神奈川県,男性,45～49歳,0.0,18.5,5627
新潟県,男性,45～49歳,40.0,inf,194
新潟県,男性,45～49歳,35.0,40.0,685
新潟県,男性,45～49歳,30.0,35.0,3451
新潟県,男性,45～49歳,25.0,30.0,15100
新潟県,男性,45～49歳,20.0,25.0,30041
新潟県,男性,45～49歳,18.5,20.0,4006
新潟県,男性,45～49歳,0.0,18.5,1754
富山県,男性,45～49歳,40.0,inf,108
富山県,男性,45～49歳,35.0,40.0,386
富山県,男性,45～49歳,30.0,35.0,1896
富山県,男性,45～49歳,25.0,30.0,8266
富山県,男性,45～49歳,20.0,25.0,15421
富山県,男性,45～49歳,18.5,20.0,1908
富山県,男性,45～49歳,0.0,18.5,810
石川県,男性,45～49歳,40.0,inf,116
石川県,男性,45～49歳,35.0,40.0,389
石川県,男性,45～49歳,30.0,35.0,1773
石川県,男性,45～49歳,25.0,30.0,8508
石川県,男性,45～49歳,20.0,25.0,15920
石川県,男性,45～49歳,18.5,20.0,1887
石川県,男性,45～49歳,0.0,18.5,779
福井県,男性,45～49歳,40.0,inf,81
福井県,男性,45～49歳,35.0,40.0,221
福井県,男性,45～49歳,30.0,35.0,1184
福井県,男性,45～49歳,25.0,30.0,5372
福井県,男性,45～49歳,20.0,25.0,10120
福井県,男性,45～49歳,18.5,20.0,1186
福井県,男性,45～49歳,0.0,18.5,481
山梨県,男性,45～49歳,40.0,inf,85
山梨県,男性,45～49歳,35.0,40.0,250
山梨県,男性,45～49歳,30.0,35.0,1357
山梨県,男性,45～49歳,25.0,30.0,5661
山梨県,男性,45～49歳,20.0,25.0,9980
山梨県,男性,45～49歳,18.5,20.0,1168
山梨県,男性,45～49歳,0.0,18.5,498
長野県,男性,45～49歳,40.0,inf,147
長野県,男性,45～49歳,35.0,40.0,602
長野県,男性,45～49歳,30.0,35.0,3059
長野県,男性,45～49歳,25.0,30.0,14288
長野県,男性,45～49歳,20.0,25.0,27859
長野県,男性,45～49歳,18.5,20.0,3569
長野県,男性,45～49歳,0.0,18.5,1567
岐阜県,男性,45～49歳,40.0,inf,163
岐阜県,男性,45～49歳,35.0,40.0,624
岐阜県,男性,45～49歳,30.0,35.0,3119
岐阜県,男性,45～49歳,25.0,30.0,13956
岐阜県,男性,45～49歳,20.0,25.0,26545
岐阜県,男性,45～49歳,18.5,20.0,3241
岐阜県,男性,45～49歳,0.0,18.5,1366
静岡県,男性,45～49歳,40.0,inf,364
静岡県,男性,45～49歳,35.0,40.0,1302
静岡県,男性,45～49歳,30.0,35.0,6372
静岡県,男性,45～49歳,25.0,30.0,26822
静岡県,男性,45～49歳,20.0,25.0,48984
静岡県,男性,45～49歳,18.5,20.0,6064
静岡県,男性,45～49歳,0.0,18.5,2626
愛知県,男性,45～49歳,40.0,inf,839
愛知県,男性,45～49歳,35.0,40.0,2770
愛知県,男性,45～49歳,30.0,35.0,13636
愛知県,男性,45～49歳,25.0,30.0,59340
愛知県,男性,45～49歳,20.0,25.0,108594
愛知県,男性,45～49歳,18.5,20.0,12492
愛知県,男性,45～49歳,0.0,18.5,5295
三重県,男性,45～49歳,40.0,inf,178
三重県,男性,45～49歳,35.0,40.0,610
三重県,男性,45～49歳,30.0,35.0,3011
三重県,男性,45～49歳,25.0,30.0,13055
三重県,男性,45～49歳,20.0,25.0,23329
三重県,男性,45～49歳,18.5,20.0,2708
三重県,男性,45～49歳,0.0,18.5,1137
滋賀県,男性,45～49歳,40.0,inf,113
滋賀県,男性,45～49歳,35.0,40.0,439
滋賀県,男性,45～49歳,30.0,35.0,2170
滋賀県,男性,45～49歳,25.0,30.0,9919
滋賀県,男性,45～49歳,20.0,25.0,19207
滋賀県,男性,45～49歳,18.5,20.0,2201
滋賀県,男性,45～49歳,0.0,18.5,927
京都府,男性,45～49歳,40.0,inf,193
京都府,男性,45～49歳,35.0,40.0,657
京都府,男性,45～49歳,30.0,35.0,3311
京都府,男性,45～49歳,25.0,30.0,15467
京都府,男性,45～49歳,20.0,25.0,30796
京都府,男性,45～49歳,18.5,20.0,3861
京都府,男性,45～49歳,0.0,18.5,1681
大阪府,男性,45～49歳,40.0,inf,780
大阪府,男性,45～49歳,35.0,40.0,2709
大阪府,男性,45～49歳,30.0,35.0,13055
大阪府,男性,45～49歳,25.0,30.0,56829
大阪府,男性,45～49歳,20.0,25.0,101683
大阪府,男性,45～49歳,18.5,20.0,11586
大阪府,男性,45～49歳,0.0,18.5,4784
兵庫県,男性,45～49歳,40.0,inf,401
兵庫県,男性,45～49歳,35.0,40.0,1424
兵庫県,男性,45～49歳,30.0,35.0,7695
兵庫県,男性,45～49歳,25.0,30.0,35785
兵庫県,男性,45～49歳,20.0,25.0,66655
兵庫県,男性,45～49歳,18.5,20.0,7586
兵庫県,男性,45～49歳,0.0,18.5,3281
奈良県,男性,45～49歳,40.0,inf,76
奈良県,男性,45～49歳,35.0,40.0,378
奈良県,男性,45～49歳,30.0,35.0,1761
奈良県,男性,45～49歳,25.0,30.0,7842
奈良県,男性,45～49歳,20.0,25.0,14189
奈良県,男性,45～49歳,18.5,20.0,1674
奈良県,男性,45～49歳,0.0,18.5,681
和歌山県,男性,45～49歳,40.0,inf,70
和歌山県,男性,45～49歳,35.0,40.0,259
和歌山県,男性,45～49歳,30.0,35.0,1307
和歌山県,男性,45～49歳,25.0,30.0,5552
和歌山県,男性,45～49歳,20.0,25.0,9836
和歌山県,男性,45～49歳,18.5,20.0,1111
和歌山県,男性,45～49歳,0.0,18.5,463
鳥取県,男性,45～49歳,40.0,inf,31
鳥取県,男性,45～49歳,35.0,40.0,117
鳥取県,男性,45～49歳,30.0,35.0,609
鳥取県,男性,45～49歳,25.0,30.0,3196
鳥取県,男性,45～49歳,20.0,25.0,6378
鳥取県,男性,45～49歳,18.5,20.0,833
鳥取県,男性,45～49歳,0.0,18.5,351
島根県,男性,45～49歳,40.0,inf,54
島根県,男性,45～49歳,35.0,40.0,180
島根県,男性,45～49歳,30.0,35.0,904
島根県,男性,45～49歳,25.0,30.0,4191
島根県,男性,45～49歳,20.0,25.0,8330
島根県,男性,45～49歳,18.5,20.0,1078
島根県,男性,45～49歳,0.0,18.5,494
岡山県,男性,45～49歳,40.0,inf,163
岡山県,男性,45～49歳,35.0,40.0,578
岡山県,男性,45～49歳,30.0,35.0,2887
岡山県,男性,45～49歳,25.0,30.0,12691
岡山県,男性,45～49歳,20.0,25.0,23305
岡山県,男性,45～49歳,18.5,20.0,2749
岡山県,男性,45～49歳,0.0,18.5,1243
広島県,男性,45～49歳,40.0,inf,271
広島県,男性,45～49歳,35.0,40.0,872
広島県,男性,45～49歳,30.0,35.0,4425
広島県,男性,45～49歳,25.0,30.0,19523
広島県,男性,45～49歳,20.0,25.0,35808
広島県,男性,45～49歳,18.5,20.0,4224
広島県,男性,45～49歳,0.0,18.5,1815
