都道府県,性別,年齢区分,下限値,上限値,人数
新潟県,男性,45～49歳,160.0,180.0,5461
新潟県,男性,45～49歳,140.0,160.0,10287
新潟県,男性,45～49歳,120.0,140.0,13615
新潟県,男性,45～49歳,100.0,120.0,12641
新潟県,男性,45～49歳,0.0,100.0,9866
富山県,男性,45～49歳,180.0,inf,1690
富山県,男性,45～49歳,160.0,180.0,2889
富山県,男性,45～49歳,140.0,160.0,5293
富山県,男性,45～49歳,120.0,140.0,7283
富山県,男性,45～49歳,100.0,120.0,6376
富山県,男性,45～49歳,0.0,100.0,5239
石川県,男性,45～49歳,180.0,inf,1602
石川県,男性,45～49歳,160.0,180.0,2788
石川県,男性,45～49歳,140.0,160.0,5193
石川県,男性,45～49歳,120.0,140.0,7413
石川県,男性,45～49歳,100.0,120.0,6846
石川県,男性,45～49歳,0.0,100.0,5498
福井県,男性,45～49歳,180.0,inf,1007
福井県,男性,45～49歳,160.0,180.0,1780
福井県,男性,45～49歳,140.0,160.0,3458
福井県,男性,45～49歳,120.0,140.0,4669
福井県,男性,45～49歳,100.0,120.0,4278
福井県,男性,45～49歳,0.0,100.0,3446
山梨県,男性,45～49歳,180.0,inf,1274
山梨県,男性,45～49歳,160.0,180.0,1912
山梨県,男性,45～49歳,140.0,160.0,3635
山梨県,男性,45～49歳,120.0,140.0,4710
山梨県,男性,45～49歳,100.0,120.0,4106
山梨県,男性,45～49歳,0.0,100.0,3315
長野県,男性,45～49歳,180.0,inf,2742
長野県,男性,45～49歳,160.0,180.0,4879
長野県,男性,45～49歳,140.0,160.0,9400
長野県,男性,45～49歳,120.0,140.0,12964
長野県,男性,45～49歳,100.0,120.0,11664
長野県,男性,45～49歳,0.0,100.0,9386
岐阜県,男性,45～49歳,180.0,inf,2919
岐阜県,男性,45～49歳,160.0,180.0,4908
岐阜県,男性,45～49歳,140.0,160.0,8964
岐阜県,男性,45～49歳,120.0,140.0,12469
岐阜県,男性,45～49歳,100.0,120.0,11146
岐阜県,男性,45～49歳,0.0,100.0,8549
静岡県,男性,45～49歳,180.0,inf,6078
静岡県,男性,45～49歳,160.0,180.0,9578
静岡県,男性,45～49歳,140.0,160.0,17674
